lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
61,0,105.0,11,26,3,1,2,0,0,1
133,1,100.3,12,6,4,4,0,0,0,0
105,0,65.0,9,28,2,1,0,0,0,1
117,1,116.05,7,8,4,3,2,0,0,1
18,0,89.0,4,8,4,1,0,3,0,0
54,0,62.67,12,31,3,3,0,0,0,1
51,1,108.0,10,5,4,2,0,3,0,1
62,2,159.3,5,7,4,1,0,0,3,1
11,1,65.29,11,13,4,4,2,0,0,1
218,1,122.4,10,5,4,3,0,0,3,0
154,2,79.2,12,8,4,2,0,3,0,1
0,0,65.0,10,12,2,0,1,0,0,1
51,0,75.0,11,4,3,2,0,0,0,1
102,0,80.75,5,29,3,1,2,0,0,1
40,1,113.4,10,27,3,3,0,1,1,1
50,0,65.67,12,31,3,3,0,0,0,1
124,1,105.3,8,1,4,3,1,0,0,1
39,0,140.08,11,9,4,4,1,0,3,1
7,0,120.0,12,30,4,2,1,3,0,1
17,1,69.5,1,23,4,1,0,3,0,1
0,0,0.0,1,20,1,1,0,0,0,1
27,0,166.0,6,28,4,2,0,0,3,0
244,1,85.5,9,3,4,1,0,3,0,0
161,1,101.15,7,31,4,3,2,0,0,0
209,2,119.85,9,17,4,2,2,0,0,0
147,0,90.0,12,5,4,2,1,0,0,0
102,1,132.6,5,15,4,13,6,0,3,0
79,2,91.2,11,19,4,5,2,0,3,1
102,1,108.0,10,9,4,0,1,3,0,1
113,2,113.05,12,27,4,5,2,0,3,0
22,0,95.0,12,2,2,2,0,0,0,1
6,0,106.0,7,20,3,1,0,0,0,1
43,2,94.5,9,17,4,1,0,0,0,1
212,0,88.4,12,29,4,4,2,0,0,0
22,1,154.0,11,17,4,3,0,0,3,0
55,1,168.3,9,10,4,1,1,0,3,1
102,0,80.0,10,16,4,2,0,1,0,0
52,1,152.1,7,31,4,0,2,0,3,1
46,1,89.2,11,18,4,2,0,0,0,1
0,1,101.7,6,21,4,2,0,0,0,1
87,1,78.5,2,12,4,2,1,3,0,1
6,0,84.0,3,13,2,0,1,0,0,0
19,0,69.0,12,5,4,3,2,0,0,1
133,2,90.0,11,2,4,4,0,0,0,0
88,0,76.5,8,14,4,2,0,0,0,1
3,0,71.8,12,5,4,3,1,3,0,1
224,0,80.75,8,21,4,2,2,3,0,0
145,0,99.9,8,23,4,5,0,0,0,0
1,1,79.0,1,28,4,1,0,3,0,1
15,0,164.0,9,28,4,1,0,0,3,1
12,0,0.0,8,5,1,3,0,0,0,1
50,0,99.45,4,11,4,3,1,0,0,0
124,0,87.95,5,30,4,5,2,3,0,1
39,1,144.9,7,10,4,0,2,0,0,1
37,0,94.5,6,20,4,2,1,0,0,1
103,3,118.8,10,17,4,4,1,0,0,1
18,2,98.6,5,29,4,2,2,0,0,1
97,1,117.9,8,8,4,4,1,0,0,1
103,1,76.5,8,8,4,1,1,0,0,1
330,1,106.7,10,14,4,2,0,0,1,0
246,1,114.75,10,13,4,3,2,0,0,0
15,0,220.0,10,29,4,1,1,0,5,0
86,0,137.7,7,26,4,2,0,0,3,1
224,1,65.0,10,2,3,2,1,0,1,1
179,1,90.95,7,17,4,2,2,0,0,1
46,0,125.1,8,26,4,1,0,3,0,0
180,1,112.2,8,10,4,4,2,0,3,0
21,1,140.0,8,29,4,2,1,0,3,0
14,0,95.0,10,14,2,3,0,0,0,1
191,0,96.9,8,1,3,2,1,0,0,1
15,0,177.0,6,17,4,2,2,0,3,0
6,0,62.0,3,15,3,1,0,0,0,1
0,1,0.0,11,10,1,1,0,0,0,1
51,1,99.0,9,5,4,0,1,3,0,1
148,0,217.11,7,11,4,5,2,1,5,0
33,1,80.82,2,15,4,4,1,0,0,1
11,2,141.95,5,30,4,3,1,0,3,1
195,1,99.45,7,25,4,5,2,0,3,1
98,1,85.5,6,23,4,1,0,3,0,0
8,1,82.39,11,7,4,1,1,0,0,1
107,2,146.7,6,28,4,5,0,0,3,1
1,0,104.0,6,12,4,0,2,3,0,1
14,1,88.0,11,23,2,1,0,0,0,1
33,0,63.58,3,16,3,4,1,0,0,1
25,0,146.11,5,31,4,4,0,0,3,0
75,2,72.25,11,15,4,0,1,0,0,1
6,1,79.0,2,3,4,1,0,0,0,0
157,0,75.27,8,21,4,3,2,0,0,0
102,2,130.5,7,9,4,1,0,0,0,1
18,0,60.0,12,27,3,1,0,0,0,1
19,1,126.0,10,13,4,4,0,0,0,1
84,0,137.7,7,13,4,4,0,0,3,0
20,0,89.0,4,4,4,1,1,3,0,0
4,0,87.2,8,2,3,1,0,3,0,1
117,1,108.9,5,6,4,2,0,0,0,1
259,2,95.85,7,22,4,2,0,0,1,0
78,1,115.68,8,19,4,2,1,0,1,1
1,0,73.61,2,24,4,3,0,0,0,1
7,2,169.0,7,11,4,0,1,0,0,1
249,2,117.9,9,21,4,1,0,0,0,0
7,2,81.0,2,5,4,1,0,3,0,1
7,2,174.67,3,24,4,3,0,0,0,1
2,0,86.28,8,23,4,5,2,3,0,1
14,1,124.0,8,31,4,1,0,0,0,1
3,1,125.67,8,24,4,3,0,3,0,1
218,0,49.68,12,9,4,2,0,3,0,0
5,1,68.22,2,1,4,2,1,0,0,1
80,3,149.4,9,17,4,3,2,0,3,1
105,0,80.75,4,18,3,2,1,0,0,1
116,0,72.0,2,28,3,2,2,0,0,0
75,0,123.3,7,23,4,5,2,0,0,0
39,1,74.88,12,18,4,0,1,0,0,1
221,0,187.0,7,2,4,2,2,0,5,0
49,0,124.3,5,6,4,2,0,0,3,1
186,0,108.45,8,7,4,8,4,0,0,0
130,0,61.25,2,20,4,1,0,0,1,0
4,1,149.0,9,6,4,5,0,3,0,1
33,1,109.0,10,28,4,2,2,3,0,0
68,1,136.3,10,10,4,2,1,0,0,1
4,0,72.1,2,19,3,1,0,0,0,1
75,1,77.03,6,26,4,2,2,0,0,1
3,1,110.5,12,24,4,2,2,0,4,1
73,2,140.0,12,5,4,2,1,0,3,1
4,0,66.0,1,29,3,2,1,0,0,1
58,1,116.1,6,10,4,2,1,3,0,1
3,0,107.0,2,29,2,2,1,0,4,1
55,0,71.33,12,31,3,3,0,0,0,1
2,1,75.0,1,4,4,1,1,3,0,1
120,2,132.3,10,13,4,3,0,0,3,1
115,0,89.25,5,2,4,3,1,3,0,0
17,1,102.0,11,11,4,5,2,0,0,0
58,1,132.3,10,10,4,3,1,0,3,0
28,1,91.63,10,18,4,3,0,3,0,1
220,1,90.95,8,9,4,5,0,0,0,0
23,0,156.0,5,21,4,1,1,0,3,0
54,0,85.5,4,18,4,0,1,3,0,0
15,0,76.5,1,23,4,1,1,3,0,1
277,0,96.3,10,16,4,0,2,0,0,0
186,0,125.1,10,2,4,5,2,0,0,0
206,0,90.95,8,2,4,10,4,0,0,0
84,1,76.5,8,6,4,3,0,0,0,0
197,1,72.25,8,24,3,3,0,0,0,1
47,2,150.3,7,2,4,1,1,0,3,1
7,1,156.0,6,16,4,4,2,0,3,0
38,1,112.5,4,3,4,1,2,0,0,1
257,0,90.95,7,31,4,2,2,0,0,0
125,1,84.58,7,18,3,5,2,1,0,1
10,1,112.33,6,21,4,3,0,3,0,1
42,2,88.0,11,2,4,2,0,3,0,1
247,1,70.03,10,28,4,2,2,0,0,0
46,0,156.6,11,18,4,2,0,0,5,1
49,1,108.8,3,21,4,3,1,0,0,0
3,0,72.25,10,22,3,3,0,0,3,1
111,2,88.4,12,24,4,2,2,0,0,1
46,1,243.9,9,20,4,3,0,0,6,0
35,0,108.4,9,27,4,3,0,0,0,1
18,0,171.0,2,11,4,3,0,0,5,1
1,0,100.0,6,2,2,2,0,0,0,1
6,0,54.0,2,28,3,0,2,0,0,1
14,0,95.0,6,17,3,4,2,0,0,1
64,0,63.75,3,12,4,2,2,3,0,0
169,0,130.05,7,25,4,5,1,0,3,0
47,0,71.1,3,17,4,1,0,3,0,0
22,2,117.67,9,16,4,4,2,0,0,1
161,1,66.53,6,28,4,7,2,0,0,1
12,2,146.0,6,14,4,4,0,0,3,1
1,1,62.91,2,5,4,2,2,0,0,1
5,0,73.15,11,15,4,3,2,3,0,1
22,1,108.57,6,21,4,2,0,0,0,1
37,0,131.4,6,4,4,1,1,0,3,0
8,0,65.0,11,5,2,4,2,0,0,1
47,1,72.76,9,22,4,1,0,0,0,1
13,2,139.0,9,9,4,1,0,0,0,1
7,1,91.0,5,21,3,1,1,1,0,1
243,0,104.4,9,9,4,2,1,3,0,0
46,1,59.56,3,12,4,2,2,0,0,1
49,3,117.9,7,1,4,2,1,0,0,1
1,2,221.0,5,14,4,1,0,0,5,1
110,0,72.8,4,20,4,2,0,0,0,1
3,0,85.0,7,21,3,1,0,0,0,1
55,2,114.0,6,19,4,2,2,0,3,1
36,0,120.7,6,29,2,3,0,0,3,1
34,0,75.0,10,25,3,3,2,0,3,1
4,0,66.0,3,7,2,1,1,0,0,1
65,1,75.54,10,27,4,1,0,0,0,1
235,0,97.71,9,28,4,2,0,0,0,0
142,1,148.0,6,29,3,3,0,0,0,1
144,1,151.2,10,4,4,5,0,0,3,0
6,0,88.0,12,1,4,1,0,3,0,1
27,0,149.88,9,28,4,3,1,0,0,1
51,1,85.5,9,10,3,2,2,0,0,1
75,0,65.0,12,9,2,1,0,0,0,1
83,1,167.1,8,1,4,3,1,0,0,1
33,1,126.9,6,15,4,3,0,0,0,1
1,0,65.0,3,2,2,1,0,0,0,1
147,2,143.1,9,18,4,3,2,0,3,1
68,0,112.2,4,14,4,3,1,0,3,0
149,2,77.85,7,23,4,1,0,0,3,1
10,0,160.0,3,22,4,5,0,0,3,1
120,1,85.5,6,27,4,2,1,3,0,1
0,1,230.0,8,17,4,1,0,0,5,1
11,0,67.0,8,18,2,2,0,0,0,0
280,1,73.95,11,16,4,4,0,0,0,0
30,1,97.92,10,5,4,4,1,0,0,0
7,0,65.0,12,8,2,4,0,0,0,1
2,1,133.47,10,7,4,2,1,0,0,1
9,0,58.0,2,8,3,2,1,3,0,1
26,0,77.0,10,19,3,2,1,0,0,1
1,1,95.0,10,28,3,1,0,0,0,1
22,1,0.0,11,26,1,0,0,0,1,1
141,1,72.76,5,23,4,0,1,3,0,1
60,1,125.1,9,25,4,1,2,3,0,0
2,0,93.0,1,24,4,2,2,0,0,1
42,1,144.9,8,14,4,2,2,0,0,1
56,0,118.8,4,22,4,2,1,0,3,0
40,1,73.1,3,7,4,2,1,3,0,1
12,0,108.67,11,25,4,2,1,0,0,0
11,1,161.0,3,24,4,2,0,0,3,1
113,0,105.3,7,12,4,5,2,0,0,0
215,1,90.95,7,29,4,7,2,0,0,1
99,0,140.4,5,26,4,3,0,0,3,1
34,0,76.5,6,28,3,3,0,0,0,1
14,0,97.0,3,13,4,0,2,3,0,1
170,0,91.44,9,6,4,3,0,0,0,0
19,1,57.59,11,26,4,2,2,3,0,1
66,0,122.72,6,26,4,3,2,0,3,1
83,1,106.38,10,31,4,4,1,0,0,1
34,0,85.0,10,20,3,3,0,0,0,1
81,0,76.5,10,16,3,4,2,0,0,1
31,1,152.81,9,7,4,4,0,0,5,0
36,1,67.5,2,13,4,1,1,3,0,1
92,0,140.4,6,1,4,3,0,0,3,0
70,1,84.15,3,28,3,3,1,0,0,1
109,0,75.0,5,23,3,3,1,0,0,1
134,2,89.85,7,12,4,4,0,0,0,1
39,0,126.9,5,7,4,1,2,0,0,1
12,1,89.0,1,16,4,5,2,0,0,1
92,2,103.7,12,7,4,4,0,0,0,1
13,1,151.0,8,6,4,1,0,0,0,1
43,0,85.5,10,19,3,2,0,0,0,1
0,0,82.66,7,23,4,1,0,3,0,1
37,1,97.0,12,19,4,1,1,0,3,1
98,1,65.0,9,21,2,1,0,0,0,1
25,1,65.0,12,27,3,1,0,0,0,1
57,2,177.3,4,23,4,1,2,0,5,1
58,0,94.5,7,18,4,2,1,3,0,0
15,1,116.75,9,9,4,4,0,0,0,1
8,0,85.0,2,16,4,1,0,0,0,1
4,0,59.0,1,25,2,0,1,0,0,1
219,1,136.1,9,13,4,2,0,0,0,0
57,1,40.0,7,20,2,3,0,0,0,1
20,1,80.0,1,5,2,2,0,0,0,1
1,1,65.0,5,3,2,3,0,0,0,1
124,0,80.75,5,9,3,2,1,0,0,1
56,2,115.09,4,24,4,3,2,0,0,1
7,0,148.0,8,11,4,2,0,3,0,1
7,1,111.4,11,6,4,4,2,0,0,1
113,0,132.6,5,25,4,4,0,0,3,0
199,1,128.7,8,28,4,0,1,0,3,0
18,0,65.0,6,20,2,0,1,0,0,1
117,1,122.94,10,29,4,3,2,0,3,1
4,2,152.85,4,17,4,1,2,0,5,1
38,0,131.4,3,18,4,2,1,0,3,0
177,1,74.5,8,5,3,2,2,0,0,1
38,0,85.0,3,12,3,1,2,0,0,1
63,1,97.2,11,4,4,2,0,0,0,0
35,1,120.0,12,28,4,2,0,3,0,1
168,3,132.3,5,29,4,0,1,0,3,1
25,2,80.85,9,15,4,3,0,0,0,1
50,0,196.91,9,3,4,10,4,0,5,0
219,2,168.3,8,18,4,1,0,0,5,0
237,1,86.5,8,5,4,2,0,0,1,0
88,1,79.2,12,15,4,3,0,3,0,1
55,1,93.5,3,19,4,2,2,0,0,1
56,1,93.6,12,8,4,3,0,0,0,1
111,0,146.7,7,2,4,1,0,0,3,1
145,0,128.34,8,29,4,4,1,0,0,1
29,0,70.91,2,5,4,14,6,0,0,0
1,0,105.0,9,1,4,1,0,0,0,1
0,2,0.0,2,3,1,1,0,0,3,1
32,2,149.4,9,15,4,2,0,0,3,1
162,0,85.5,6,30,4,1,0,3,0,0
17,0,97.0,3,16,4,1,0,3,0,0
21,0,67.0,11,21,2,0,1,0,0,0
55,0,106.24,9,11,4,3,2,0,3,1
19,0,75.0,7,18,3,1,1,3,0,1
20,2,196.0,10,27,4,3,0,0,5,1
288,0,67.25,12,22,4,5,2,0,1,0
6,0,110.0,6,8,3,1,0,0,0,1
17,0,38.67,11,13,3,2,1,0,0,1
111,1,196.35,12,25,4,2,2,1,5,0
39,0,67.0,7,25,2,0,1,0,0,1
93,0,143.23,6,20,4,3,1,0,3,0
213,0,106.0,9,26,2,2,1,0,4,0
144,0,80.75,6,27,4,3,1,3,0,1
106,0,82.45,4,17,4,3,2,0,0,1
47,1,101.7,6,21,4,1,0,0,0,1
39,2,90.9,11,27,4,2,0,0,0,1
92,0,150.3,8,22,4,3,1,0,3,0
100,0,100.0,9,28,4,4,0,0,0,0
144,2,91.26,10,23,4,3,2,3,0,1
9,1,114.0,12,7,4,1,0,0,3,1
8,0,185.67,3,25,4,2,1,1,0,0
8,0,116.5,6,20,4,3,1,3,0,0
83,0,129.5,2,28,3,1,2,0,5,1
1,0,140.0,10,5,4,1,0,3,0,1
68,1,131.4,8,30,4,5,1,0,0,1
6,1,79.0,2,20,4,1,0,3,0,1
64,0,136.8,9,6,4,5,1,0,3,0
1,1,99.33,8,24,4,2,0,3,0,1
211,2,224.1,10,7,4,2,0,1,4,0
9,1,103.67,12,27,4,1,2,0,0,1
8,0,112.0,10,17,4,3,1,3,0,1
10,2,204.0,9,30,4,2,0,0,3,1
149,0,80.75,9,2,3,2,1,0,0,1
48,1,85.5,8,31,3,4,1,0,0,1
11,1,0.0,1,22,4,0,0,3,0,1
28,0,104.0,11,25,4,2,1,0,0,0
147,2,84.6,12,14,4,1,0,0,0,1
60,0,78.3,2,5,4,2,1,0,0,1
4,1,0.0,12,11,1,1,0,0,6,1
53,2,135.9,6,28,4,5,0,0,0,1
217,0,80.75,8,13,4,2,2,3,0,0
208,1,75.23,10,9,4,2,2,0,0,1
1,1,119.0,3,1,4,4,0,0,0,1
156,2,171.96,8,13,4,5,2,1,0,0
133,0,114.3,5,17,4,3,0,0,3,1
212,0,84.31,5,30,4,3,1,0,0,0
216,2,128.7,8,27,4,1,2,0,3,0
74,0,55.9,7,27,4,7,3,0,0,1
38,0,135.9,8,21,4,2,2,0,0,0
0,0,160.0,9,27,2,1,0,0,3,1
25,1,139.0,8,2,4,3,0,3,0,0
115,0,141.3,7,18,4,4,1,0,3,1
76,0,79.56,7,13,3,4,0,0,0,1
132,1,119.0,12,3,4,2,2,0,3,0
3,2,168.0,8,13,4,1,0,3,0,1
1,1,175.0,7,8,4,1,0,0,3,1
81,0,119.0,12,23,4,3,2,0,3,1
94,2,135.9,9,11,4,1,2,0,0,1
13,0,79.15,3,27,3,2,2,0,0,1
64,1,190.0,9,25,4,2,0,0,0,1
210,0,0.0,10,8,4,3,1,1,0,1
3,0,132.0,10,19,2,2,1,0,0,1
4,1,101.0,4,7,4,2,0,0,0,1
53,1,161.78,8,25,4,3,1,0,3,1
12,0,111.35,5,30,2,3,1,0,0,1
1,0,105.0,8,10,4,0,1,0,0,1
71,1,75.54,10,30,4,0,2,0,0,1
60,3,89.25,10,6,4,7,2,0,0,1
0,0,85.0,1,19,4,1,0,0,0,1
1,2,181.0,11,25,4,1,0,0,5,1
24,0,157.0,6,22,4,2,0,0,3,0
85,1,157.25,3,24,4,3,2,0,5,0
0,0,138.0,8,12,4,1,0,0,0,0
63,2,107.1,9,1,4,3,2,0,0,1
22,1,124.0,9,13,3,3,0,0,0,1
1,0,65.0,3,29,2,1,0,0,0,1
0,1,104.72,10,15,4,1,0,0,3,1
66,0,88.2,4,2,4,1,1,0,0,0
3,0,95.0,11,10,0,2,0,0,3,1
239,0,112.2,6,15,4,2,0,1,0,0
3,1,140.0,8,13,4,3,0,0,0,1
20,2,86.0,2,7,4,1,2,0,0,1
92,0,101.52,5,30,3,2,1,0,0,1
116,0,75.27,6,30,4,3,2,3,0,1
218,1,96.3,8,6,4,1,0,0,0,0
8,0,69.5,1,13,4,3,0,3,0,1
26,0,77.0,11,16,2,2,0,0,0,1
1,0,91.1,1,13,4,4,0,0,3,1
117,0,76.0,2,29,3,2,1,0,0,1
133,2,120.7,7,6,4,4,0,0,3,1
35,1,88.4,12,2,4,2,2,0,0,1
208,1,161.1,9,3,4,1,2,1,0,0
49,0,78.3,3,4,4,2,1,0,0,0
54,1,65.0,11,18,2,1,0,0,0,1
162,0,146.7,8,14,4,1,2,0,0,0
25,0,127.67,5,21,4,1,2,0,0,0
0,0,161.33,8,27,4,3,0,0,5,0
220,1,137.7,8,31,4,2,0,0,3,0
165,2,94.56,8,1,4,1,1,0,0,1
210,2,90.0,8,16,4,2,0,3,0,0
42,1,129.2,11,14,4,4,1,1,3,0
16,1,120.0,12,29,4,3,0,3,0,1
28,0,97.0,9,10,3,2,0,0,3,1
129,3,101.18,12,8,4,2,0,0,3,1
7,0,95.0,3,29,4,2,0,0,0,1
229,0,70.44,10,27,4,3,0,0,0,0
0,0,98.0,8,7,4,2,0,0,0,1
0,2,0.0,8,13,4,0,0,0,0,1
16,1,0.0,10,8,4,0,0,0,0,1
304,1,70.0,12,29,3,3,2,0,0,1
62,2,93.6,11,22,4,3,0,0,0,1
36,1,71.1,3,14,4,2,1,3,0,1
182,1,144.5,12,27,4,4,0,0,5,0
14,0,89.0,6,26,4,0,1,3,0,0
4,0,80.0,2,16,3,3,0,0,0,1
54,0,85.0,8,11,3,3,2,0,0,0
182,1,120.0,10,12,3,1,0,0,0,0
177,1,99.45,8,2,4,5,2,0,0,1
14,1,109.0,6,12,4,0,2,3,0,1
35,0,67.5,2,12,4,2,0,3,0,0
145,2,134.3,7,30,4,2,2,0,0,1
59,1,79.05,3,20,4,3,2,3,0,1
377,0,90.0,10,14,3,2,0,1,0,0
67,1,79.2,11,21,4,1,1,0,0,1
118,1,114.3,8,11,4,1,0,0,0,1
22,0,95.0,10,25,3,1,0,0,0,1
13,1,101.0,4,8,4,1,0,0,0,1
16,1,79.0,2,20,4,1,0,3,0,1
12,0,90.0,2,17,4,1,0,3,0,1
3,0,79.0,3,21,2,0,1,0,0,1
64,0,126.9,6,10,4,2,0,0,0,0
1,0,81.0,2,20,4,1,0,3,0,1
53,0,75.0,11,18,3,2,0,0,0,1
28,1,109.0,4,21,4,2,0,0,0,1
28,0,41.43,11,2,3,5,2,0,0,1
82,0,80.75,5,17,3,2,0,0,0,1
17,0,63.37,1,13,4,4,0,0,0,1
93,2,149.1,9,1,4,3,0,0,0,0
66,2,102.0,9,5,4,2,1,0,0,1
77,2,108.65,8,23,4,5,0,1,0,1
186,0,72.25,8,16,3,3,0,0,0,1
162,0,70.0,9,17,3,3,0,0,0,0
9,1,107.0,6,13,4,1,1,0,0,1
107,1,102.3,4,14,4,3,0,0,3,0
6,1,155.0,5,30,4,2,1,0,3,1
2,0,71.0,2,10,2,1,0,0,0,1
11,1,127.6,8,19,4,1,0,0,1,1
1,0,85.0,10,13,3,1,0,3,0,1
76,1,90.95,4,10,4,2,2,0,0,1
104,2,138.6,9,2,4,2,1,0,0,1
77,1,90.9,4,14,4,1,0,0,0,0
94,1,80.75,3,28,3,4,1,0,0,1
0,0,42.0,1,30,1,1,0,0,3,1
120,0,146.7,7,12,4,3,0,0,3,1
3,0,78.3,1,8,4,1,0,0,0,1
91,0,102.06,10,17,4,2,1,0,0,0
79,1,138.56,7,3,4,8,4,0,3,0
24,2,89.0,1,12,4,4,0,0,0,1
54,2,83.7,11,11,4,2,0,3,0,1
121,0,91.5,4,30,4,1,2,3,0,1
38,0,79.0,2,25,2,1,0,0,0,0
195,1,99.0,8,7,4,1,2,3,0,0
41,2,168.3,8,13,4,1,2,0,3,1
3,0,110.0,9,19,0,2,1,0,3,1
16,1,129.0,9,27,4,2,0,3,0,0
124,0,92.65,11,26,3,1,0,0,0,1
158,1,89.25,10,5,4,1,1,0,0,1
33,1,181.8,9,2,4,2,2,0,5,0
117,2,128.7,6,27,4,0,1,0,0,1
92,0,90.0,11,2,4,4,1,0,0,1
154,1,72.25,6,29,3,4,1,0,0,1
349,0,130.0,10,4,3,2,0,0,0,0
19,1,141.0,4,30,4,1,0,0,0,1
1,0,140.0,10,22,4,1,0,0,0,1
23,0,118.0,9,8,4,1,0,3,0,0
98,1,124.2,11,18,4,2,1,1,0,1
28,1,101.0,4,17,4,0,2,0,0,1
33,1,0.0,10,31,4,0,0,0,0,1
229,0,110.7,12,9,4,2,1,0,3,1
112,0,131.4,8,17,4,2,0,0,3,0
224,0,97.75,8,8,3,2,1,1,0,0
19,2,104.0,12,5,4,2,1,0,0,1
29,2,144.0,10,28,4,1,0,0,3,1
250,0,96.3,10,20,4,3,0,0,0,0
1,3,79.5,12,20,4,1,0,3,0,1
101,1,69.5,2,18,4,3,0,3,0,1
142,0,101.15,9,4,3,1,2,0,4,1
25,2,172.0,3,26,4,2,2,0,0,1
18,0,47.67,2,22,3,5,1,0,0,0
270,0,68.0,12,7,3,4,1,0,0,1
52,2,79.2,11,25,4,2,0,3,0,1
58,0,75.0,11,23,3,4,0,0,0,1
8,1,89.0,4,5,4,1,0,3,0,1
39,0,148.0,11,7,4,3,1,3,0,0
24,0,135.0,5,22,4,0,2,0,0,0
3,0,95.0,6,20,3,3,1,0,0,1
154,1,108.0,10,19,4,4,0,3,0,0
57,0,117.9,6,8,4,3,0,0,0,0
6,0,197.12,5,20,4,4,2,0,6,0
146,0,91.98,6,20,4,3,1,0,0,1
169,1,107.25,5,20,3,2,2,3,0,0
49,0,142.2,9,2,4,1,0,0,3,0
1,2,80.0,8,4,4,5,1,0,0,1
23,1,91.63,10,16,4,2,2,3,0,1
4,1,59.75,1,16,4,1,1,3,0,1
0,1,0.0,2,10,1,1,0,0,5,1
11,0,54.8,3,7,3,2,1,3,0,0
11,1,143.86,8,13,4,5,2,0,0,1
57,0,109.65,5,13,4,3,2,3,0,0
100,1,154.7,4,13,4,4,0,0,5,0
5,1,94.0,11,9,4,1,1,0,0,1
66,0,120.6,8,31,4,4,0,3,0,1
49,1,105.4,12,10,4,6,4,0,0,0
14,1,90.0,2,8,4,0,1,3,0,1
83,2,159.3,4,3,4,1,2,0,5,1
81,0,85.0,9,5,3,3,1,0,0,1
35,0,63.0,3,12,3,3,2,0,0,1
35,1,93.63,2,24,4,3,0,0,0,1
37,1,96.3,10,22,4,3,0,0,0,1
20,1,169.0,7,1,4,1,0,0,0,0
122,2,128.0,3,27,3,1,2,1,0,1
210,0,76.5,7,30,4,1,0,0,1,0
73,1,113.7,10,24,4,2,1,0,3,0
162,1,90.9,10,25,4,4,0,0,0,1
6,0,106.0,2,5,4,2,0,0,3,0
4,2,176.0,3,26,4,1,2,0,3,1
73,1,149.4,6,16,4,3,0,0,3,1
0,0,126.0,10,4,4,0,2,0,0,1
69,0,149.4,9,17,4,1,0,0,3,0
35,2,103.5,11,26,4,3,0,3,0,1
18,1,116.75,9,11,4,2,2,0,0,0
77,1,78.2,3,6,4,2,2,0,0,1
28,1,141.0,5,21,4,1,0,0,0,0
127,1,96.3,6,27,4,1,1,0,0,1
1,2,0.0,5,17,1,1,0,0,3,1
18,2,88.0,11,25,4,2,0,3,0,1
72,1,99.45,4,12,4,4,0,0,0,1
44,0,75.0,7,8,2,1,0,0,0,1
2,1,129.0,6,18,4,1,0,3,0,1
75,0,90.0,4,17,4,0,2,3,0,1
21,0,94.0,10,26,3,3,1,0,0,1
9,0,36.25,8,15,3,1,2,1,0,1
0,1,102.4,9,8,3,2,0,0,0,1
15,1,85.0,11,1,4,4,0,3,0,1
20,1,122.0,8,31,4,2,0,0,0,0
34,1,174.0,12,8,4,3,0,0,5,1
213,0,119.85,9,19,4,5,3,0,0,0
7,0,79.2,11,12,4,1,1,3,0,1
7,0,83.0,1,4,4,2,1,0,0,1
37,2,149.4,9,10,4,1,2,0,3,1
59,2,80.3,3,2,4,3,0,0,0,1
32,0,117.9,5,21,4,1,1,0,0,0
42,2,109.0,10,29,4,1,0,3,0,1
195,2,146.7,8,7,4,1,2,0,3,0
154,0,63.75,8,11,3,5,2,3,0,1
22,1,95.0,11,19,4,3,0,0,0,1
0,0,89.0,11,5,2,1,0,0,0,1
104,0,102.3,4,28,4,3,0,0,0,1
3,0,65.0,9,19,2,0,1,0,0,1
34,0,65.0,7,19,2,1,0,0,0,1
74,0,89.25,10,7,4,4,0,0,0,1
223,2,90.95,8,30,4,4,0,0,0,0
145,0,106.32,8,15,4,2,1,0,1,1
3,1,119.0,4,28,4,1,0,3,0,1
2,2,85.0,7,6,3,3,0,0,0,1
73,0,150.45,5,9,4,4,1,0,0,0
148,3,113.69,7,1,4,6,2,0,0,1
213,0,78.3,12,27,4,3,0,0,0,1
166,0,137.7,8,4,4,3,0,0,3,0
227,0,90.95,8,24,4,4,1,0,0,0
93,0,90.95,4,15,4,1,0,0,0,1
215,0,96.3,7,8,4,2,1,0,0,0
109,2,129.59,6,8,4,3,0,0,3,1
124,0,114.3,8,8,4,5,1,0,0,0
71,0,45.9,3,12,4,3,2,3,0,1
22,0,141.0,6,15,4,2,0,0,0,0
26,0,153.0,4,10,4,2,2,0,3,0
75,0,74.68,3,19,4,5,2,0,0,1
48,1,108.0,10,4,4,3,0,3,0,0
224,2,128.7,10,23,4,1,2,0,3,0
17,2,84.33,3,5,4,1,2,3,0,1
0,0,85.93,5,12,4,1,0,3,0,1
14,1,110.5,9,30,4,2,0,0,0,1
167,1,108.9,10,1,4,2,2,0,0,0
7,1,174.0,8,12,4,2,2,0,0,1
35,2,140.1,3,25,4,2,1,0,0,1
38,2,157.5,10,14,4,2,0,0,3,1
248,0,80.75,12,27,4,5,0,0,0,1
127,1,89.25,5,9,4,3,1,3,0,0
6,2,155.2,11,6,4,3,2,0,0,1
0,2,115.0,9,18,4,1,0,3,3,1
266,0,75.0,12,2,3,2,0,0,0,1
145,0,115.32,8,15,4,2,1,0,1,1
41,0,150.3,6,4,4,1,1,0,3,0
8,1,94.0,11,23,4,1,0,0,0,1
167,0,90.9,8,26,4,2,1,0,0,0
110,0,85.75,5,17,3,7,2,0,0,1
